z_over_D,dilution
40.46178472797723,10.225283830426262
40.666290657516946,10.271911136920126
40.87172913674574,10.318751064099631
41.078104418126664,10.365804581517414
41.2854207735145,10.413072663147291
41.4936824942442,10.460556287404456
41.702893891219716,10.508256437165684
41.91305929500324,10.556174099789722
42.124183055904865,10.604310267137683
42.336269544072636,10.652665935593637
42.54932314958302,10.701242106085148
42.76334828253176,10.750039784104095
42.97834937312522,10.799059979727406
43.19433087177206,10.848303707638005
43.41129724917539,10.897771987145807
43.62925299642529,10.947465842208814
43.84820262509182,10.997386301454315
44.06815066731838,11.047534398200176
44.28910167591556,11.09791117047624
44.51106022445539,11.148517661045782
44.734030907366,11.199354917427145
44.95801834002674,11.250423991915378
45.183027158863744,11.301725941604044
45.4090620214459,11.353261828407089
45.63612760658124,11.40503271908083
45.86422861441387,11.457039685246038
46.09336976652119,11.50928380341011
46.323555806011726,11.561766154989373
46.55479149762322,11.614487826331443
46.78708162782136,11.667449908737728
47.020431004898825,11.720653498486023
47.254844459074825,11.77409969685319
47.49032684259511,11.82778961013796
47.72688302983242,11.881724349683841
47.964517917387376,11.935905031902104
48.203236424189875,11.99033277829491
48.4430434916009,12.045008715478524
48.683944083514845,12.09993397520661
48.92594318646224,12.155109694393705
49.169045809713005,12.210537015138714
49.41325698538016,12.26621708474857
49.65858176852399,12.322151055761964
49.90502523725667,12.378340085973251
50.15259249284747,12.43478533845634
50.40128865982827,12.491487981588833
50.65111888609971,12.548449189076198
50.90208834303774,12.605670139976034
51.15420222560069,12.663152018722526
51.40746575243682,12.720896015150903
51.66188416599235,12.77890332452214
51.917462732619974,12.837175147547631
52.17420674268792,12.895712690414086
52.43212151068948,12.954517164808493
52.691212375352976,13.013589787943188
52.95148469975235,13.072931782581044
53.21294387141816,13.132544377060833
53.47559530244913,13.192428805322583
53.739444429624164,13.252586306933159
54.004496714514936,13.313018127111937
54.27075764359896,13.37372551675654
